"analysis_type","scenario","filter","outcome","exposure","contrast","model","hr","ci_low","ci_high","p_value","p_fdr","n_model","events","direction","ph_term","ph_p_value","covariates_used","covariates_dropped","note"
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,897,"","EGFR",0.155084894972567,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,897,"","UIC_UG_L",0.815489481693771,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,897,"","GLOBAL",0.0526966732908802,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","TT4",0.907340577264366,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","AGE",0.00443599396216907,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","SEX",0.700367133412031,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","RACE",0.207837815017329,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","EDUCATION",0.179480054809194,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","PIR",0.0450716405304751,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","BMI",0.0351106384048755,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","SMOKE",0.392716503683134,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","DRINK",0.199375756772817,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","DIABETES",0.27287708167045,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","HYPERTENSION",0.672432221766058,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","EGFR",0.398876730962308,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","UIC_UG_L",0.82870757440975,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","all_cause_mortality","TT4","","Model 3 diagnostic",,,,,,6484,897,"","GLOBAL",0.0643948559048158,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","LOG_UACR",0.237573854196453,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","AGE",0.0381712769022792,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","SEX",0.65677530576092,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","RACE",0.486552982004589,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","EDUCATION",0.148816366197656,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","PIR",0.00192026505751377,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","BMI",0.919690698536593,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","SMOKE",0.696372239384525,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","DRINK",0.533932211103907,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","DIABETES",0.352404217292123,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","HYPERTENSION",0.405176055724771,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","EGFR",0.46809945917635,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","UIC_UG_L",0.793372464077678,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","LOG_UACR","","Model 3 diagnostic",,,,,,6484,249,"","GLOBAL",0.11609064301076,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","TT4",0.267387964078668,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","AGE",0.0508646207254247,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","SEX",0.737974073842133,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","RACE",0.496715728407801,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","EDUCATION",0.151303722894624,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","PIR",0.00216270331960715,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","BMI",0.863222700013302,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","SMOKE",0.772360378013528,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","DRINK",0.460750334997134,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","DIABETES",0.334023953294101,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","HYPERTENSION",0.341127568703066,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","EGFR",0.300695771124385,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","UIC_UG_L",0.806052170311835,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
"ph_diagnostic_unweighted","PH assumption diagnostic","unweighted coxph diagnostic","cardiovascular_mortality","TT4","","Model 3 diagnostic",,,,,,6484,249,"","GLOBAL",0.0730764395493069,"AGE + SEX + RACE + EDUCATION + PIR + BMI + SMOKE + DRINK + DIABETES + HYPERTENSION + EGFR + UIC_UG_L","","Diagnostic PH check uses unweighted coxph because direct survey-weighted cox.zph support is unavailable."
